id,team_api_id,team_fifa_api_id,team_long_name,team_short_name,transfers_name,matched_team,match_score,country,league,logo_filename
1,9987,673.0,KRC Genk,GEN,KRC Genk,krc genk,100.0,Belgium,Jupiler Pro League,KRC Genk - Belgium - Jupiler Pro League.png
2,9993,675.0,Beerschot AC,BAC,Beerschot AC,beerhot v.a.,73.6842105263158,Belgium,Jupiler Pro League,Beerschot V.A. - Belgium - Jupiler Pro League.png
3,10000,15005.0,SV Zulte-Waregem,ZUL,Zulte Waregem,sv zulte waregem,96.7741935483871,Belgium,Jupiler Pro League,SV Zulte Waregem - Belgium - Jupiler Pro League.png
4,9994,2007.0,Sporting Lokeren,LOK,KSC Lokeren,sporting cp,66.66666666666667,Portugal,Liga Portugal,Sporting CP - Portugal - Liga Portugal.png
5,9984,1750.0,KSV Cercle Brugge,CEB,Club Brugge,club brugge,64.28571428571428,Belgium,Jupiler Pro League,Club Brugge - Belgium - Jupiler Pro League.png
6,8635,229.0,RSC Anderlecht,AND,RSC Anderlecht,r anderlecht,100.0,Belgium,Jupiler Pro League,RSC Anderlecht - Belgium - Jupiler Pro League.png
7,9991,674.0,KAA Gent,GEN,KAA Gent,krc genk,62.5,Belgium,Jupiler Pro League,KRC Genk - Belgium - Jupiler Pro League.png
8,9998,1747.0,RAEC Mons,MON,,as mono,62.5,France,Ligue 1,AS Monaco - France - Ligue 1.png
9,7947,,FCV Dender EH,DEN,,v dender eh,100.0,Belgium,Jupiler Pro League,FCV Dender EH - Belgium - Jupiler Pro League.png
10,9985,232.0,Standard de Liège,STL,Standard Liège,standard liege,90.32258064516128,Belgium,Jupiler Pro League,Standard Liège - Belgium - Jupiler Pro League.png
11,8203,110724.0,KV Mechelen,MEC,KV Mechelen,kv mechelen,100.0,Belgium,Jupiler Pro League,KV Mechelen - Belgium - Jupiler Pro League.png
12,8342,231.0,Club Brugge KV,CLB,Club Brugge,club brugge,88.0,Belgium,Jupiler Pro League,Club Brugge - Belgium - Jupiler Pro League.png
13,9999,546.0,KSV Roeselare,ROS,,kv mechelen,58.33333333333333,Belgium,Jupiler Pro League,KV Mechelen - Belgium - Jupiler Pro League.png
14,8571,100081.0,KV Kortrijk,KOR,,kv kortrijk,100.0,Belgium,Jupiler Pro League,KV Kortrijk - Belgium - Jupiler Pro League.png
15,4049,,Tubize,TUB,,vizela,50.0,Portugal,Liga Portugal,FC Vizela - Portugal - Liga Portugal.png
16,9996,111560.0,Royal Excel Mouscron,MOU,Exc. Mouscron,royal antwerp,51.61290322580645,Belgium,Jupiler Pro League,Royal Antwerp - Belgium - Jupiler Pro League.png
17,10001,681.0,KVC Westerlo,WES,KVC Westerlo,kvc westerlo,100.0,Belgium,Jupiler Pro League,KVC Westerlo - Belgium - Jupiler Pro League.png
18,9986,670.0,Sporting Charleroi,CHA,RSC Charleroi,r charleroi,75.86206896551724,Belgium,Jupiler Pro League,R Charleroi SC - Belgium - Jupiler Pro League.png
614,9997,680.0,Sint-Truidense VV,STT,,sinttruidense vv,100.0,Belgium,Jupiler Pro League,Sint-Truidense VV - Belgium - Jupiler Pro League.png
1034,9989,239.0,Lierse SK,LIE,Lierse SK,lillestrm sk,66.66666666666667,Norway,Eliteserien,Lillestrøm SK - Norway - Eliteserien.png
1042,6351,2013.0,KAS Eupen,EUP,KAS Eupen,kas eupen,100.0,Belgium,Jupiler Pro League,KAS Eupen - Belgium - Jupiler Pro League.png
1513,1773,100087.0,Oud-Heverlee Leuven,O-H,,oudheverlee leuven,100.0,Belgium,Jupiler Pro League,Oud-Heverlee Leuven - Belgium - Jupiler Pro League.png
2004,8475,110913.0,Waasland-Beveren,WAA,,slovan liberec,55.172413793103445,Czech Republic,Chance Liga,Slovan Liberec - Czech Republic - Chance Liga.png
2476,8573,682.0,KV Oostende,OOS,KV Oostende,kv oostende,100.0,Belgium,Jupiler Pro League,KV Oostende - Belgium - Jupiler Pro League.png
2510,274581,111560.0,Royal Excel Mouscron,MOP,Exc. Mouscron,royal antwerp,51.61290322580645,Belgium,Jupiler Pro League,Royal Antwerp - Belgium - Jupiler Pro League.png
3457,10260,11.0,Manchester United,MUN,Man Utd,manchester united,100.0,England,Premier League,Manchester United - England - Premier League.png
3458,10261,13.0,Newcastle United,NEW,Newcastle,newcastle united,100.0,England,Premier League,Newcastle United - England - Premier League.png
3459,9825,1.0,Arsenal,ARS,Arsenal,arsenal,100.0,England,Premier League,Arsenal - England - Premier League.png
3460,8659,109.0,West Bromwich Albion,WBA,West Brom,brighton & hove albion,52.38095238095239,England,Premier League,Brighton & Hove Albion - England - Premier League.png
3461,8472,106.0,Sunderland,SUN,Sunderland,nordsjaelland,60.86956521739131,Denmark,Superliga,FC Nordsjaelland - Denmark - Superliga.png
3462,8650,9.0,Liverpool,LIV,Liverpool,liverpool,100.0,England,Premier League,Liverpool FC - England - Premier League.png
3463,8654,19.0,West Ham United,WHU,West Ham,west ham united,100.0,England,Premier League,West Ham United - England - Premier League.png
3464,8528,1917.0,Wigan Athletic,WIG,Wigan,athletic,72.72727272727273,Spain,LaLiga,Athletic - Spain - LaLiga.png
3465,10252,2.0,Aston Villa,AVL,Aston Villa,aston villa,100.0,England,Premier League,Aston Villa - England - Premier League.png
3466,8456,10.0,Manchester City,MCI,Man City,manchester united,81.25,England,Premier League,Manchester United - England - Premier League.png
3467,8668,7.0,Everton,EVE,Everton,everton,100.0,England,Premier League,Everton FC - England - Premier League.png
3468,8655,3.0,Blackburn Rovers,BLB,Blackburn,caykur rizespor,48.275862068965516,Türkiye,Süper Lig,Caykur Rizespor - Türkiye - Süper Lig.png
3469,8549,12.0,Middlesbrough,MID,Middlesbrough,if elfsborg,50.0,Sweden,Allsvenskan,IF Elfsborg - Sweden - Allsvenskan.png
3470,8586,18.0,Tottenham Hotspur,TOT,Spurs,tottenham hotspur,100.0,England,Premier League,Tottenham Hotspur - England - Premier League.png
3471,8559,4.0,Bolton Wanderers,BOL,Bolton,wolverhampton wanderers,76.92307692307692,England,Premier League,Wolverhampton Wanderers - England - Premier League.png
3472,10194,1806.0,Stoke City,STK,Stoke City,leicester city,66.66666666666667,England,Premier League,Leicester City - England - Premier League.png
3473,8667,1952.0,Hull City,HUL,Hull City,almere city,60.0,Netherlands,Eredivisie,Almere City FC - Netherlands - Eredivisie.png
3474,9879,144.0,Fulham,FUL,Fulham,fulham,100.0,England,Premier League,Fulham FC - England - Premier League.png
3475,8455,5.0,Chelsea,CHE,Chelsea,chelsea,100.0,England,Premier League,Chelsea FC - England - Premier League.png
3476,8462,1790.0,Portsmouth,POR,Portsmouth,porto,66.66666666666667,Portugal,Liga Portugal,FC Porto - Portugal - Liga Portugal.png
4218,8658,88.0,Birmingham City,BIR,Birmingham,man city,60.86956521739131,England,Premier League,Man City - England - Premier League.png
4225,8602,110.0,Wolverhampton Wanderers,WOL,Wolves,wolverhampton wanderers,100.0,England,Premier League,Wolverhampton Wanderers - England - Premier League.png
4234,8191,1796.0,Burnley,BUR,Burnley,burnley,100.0,England,Premier League,Burnley - England - Premier League.png
4996,8483,1926.0,Blackpool,BLA,Blackpool,liverpool,62.5,England,Premier League,Liverpool FC - England - Premier League.png
5744,10003,1960.0,Swansea City,SWA,Swansea,man city,70.0,England,Premier League,Man City - England - Premier League.png
5747,10172,15.0,Queens Park Rangers,QPR,QPR,sparta prague,56.25,Czech Republic,Chance Liga,AC Sparta Prague - Czech Republic - Chance Liga.png
5756,9850,1792.0,Norwich City,NOR,Norwich,norwich,73.6842105263158,England,Premier League,Norwich - England - Premier League.png
6504,8466,17.0,Southampton,SOU,Southampton,southampton,100.0,England,Premier League,Southampton FC - England - Premier League.png
6509,9798,1793.0,Reading,REA,Reading,r seraing,75.0,Belgium,Jupiler Pro League,RFC Seraing - Belgium - Jupiler Pro League.png
7261,9826,1799.0,Crystal Palace,CRY,Crystal Palace,crystal pale,100.0,England,Premier League,Crystal Palace - England - Premier League.png
7276,8344,1961.0,Cardiff City,CAR,Cardiff,almere city,60.86956521739131,Netherlands,Eredivisie,Almere City FC - Netherlands - Eredivisie.png
8021,8197,95.0,Leicester City,LEI,Leicester,leicester city,100.0,England,Premier League,Leicester City - England - Premier League.png
8779,8678,1943.0,Bournemouth,BOU,Bournemouth,a bournemouth,91.66666666666666,England,Premier League,AFC Bournemouth - England - Premier League.png
8784,9817,1795.0,Watford,WAT,Watford,watford,100.0,England,Premier League,Watford FC - England - Premier League.png
9537,8583,57.0,AJ Auxerre,AUX,AJ Auxerre,aj auxerre,100.0,France,Ligue 1,AJ Auxerre - France - Ligue 1.png
9538,9830,71.0,FC Nantes,NAN,FC Nantes,nantes,100.0,France,Ligue 1,FC Nantes - France - Ligue 1.png
9539,9827,59.0,Girondins de Bordeaux,BOR,G. Bordeaux,g. bordeaux,62.5,France,Ligue 1,G. Bordeaux - France - Ligue 1.png
9540,7819,210.0,SM Caen,CAE,SM Caen,st. gallen,58.82352941176471,Switzerland,Super League,FC St. Gallen - Switzerland - Super League.png
9541,9746,1738.0,Le Havre AC,LEH,AC Le Havre,le havre,100.0,France,Ligue 1,Le Havre AC - France - Ligue 1.png
9542,9831,72.0,OGC Nice,NIC,OGC Nice,ogc nice,100.0,France,Ligue 1,OGC Nice - France - Ligue 1.png
9543,8682,1739.0,Le Mans FC,LEM,Le Mans,lechia gdansk,60.0,Poland,PKO BP Ekstraklasa,Lechia Gdansk - Poland - PKO BP Ekstraklasa.png
9544,8689,217.0,FC Lorient,LOR,FC Lorient,lorient,100.0,France,Ligue 1,FC Lorient - France - Ligue 1.png
9545,9748,66.0,Olympique Lyonnais,LYO,Olympique Lyon,olympique lyon,87.5,France,Ligue 1,Olympique Lyon - France - Ligue 1.png
9546,9941,1809.0,Toulouse FC,TOU,Toulouse,toulouse,100.0,France,Ligue 1,FC Toulouse - France - Ligue 1.png
9547,9829,69.0,AS Monaco,MON,Monaco,as mono,100.0,France,Ligue 1,AS Monaco - France - Ligue 1.png
9548,9847,73.0,Paris Saint-Germain,PSG,Paris SG,paris saintgermain,100.0,France,Ligue 1,Paris Saint-Germain - France - Ligue 1.png
9549,8481,1823.0,AS Nancy-Lorraine,NAN,AS Nancy,paris saintgermain,52.94117647058824,France,Ligue 1,Paris Saint-Germain - France - Ligue 1.png
9550,8639,65.0,LOSC Lille,LIL,LOSC Lille,lo lille,100.0,France,Ligue 1,LOSC Lille - France - Ligue 1.png
9551,9851,74.0,Stade Rennais FC,REN,Stade Rennais,stade rennais,100.0,France,Ligue 1,Stade Rennais - France - Ligue 1.png
9552,8592,219.0,Olympique de Marseille,MAR,Marseille,olympique marseille,92.6829268292683,France,Ligue 1,Olympique Marseille - France - Ligue 1.png
9553,9874,226.0,FC Sochaux-Montbéliard,SOC,FC Sochaux,montpellier,55.172413793103445,France,Ligue 1,Montpellier - France - Ligue 1.png
9554,9855,1805.0,Grenoble Foot 38,GRE,,clermont foot 63,56.25,France,Ligue 1,Clermont Foot 63 - France - Ligue 1.png
9555,9873,110456.0,Valenciennes FC,VAL,Valenciennes FC,valencia,70.0,Spain,LaLiga,Valencia - Spain - LaLiga.png
9556,9853,1819.0,AS Saint-Étienne,ETI,Saint-Étienne,as saintetienne,100.0,France,Ligue 1,AS Saint-Étienne - France - Ligue 1.png
10300,8588,64.0,RC Lens,LEN,Lens,rc lens,100.0,France,Ligue 1,RC Lens - France - Ligue 1.png
10309,10249,70.0,Montpellier Hérault SC,MON,Montpellier,montpellier,73.33333333333334,France,Ligue 1,Montpellier - France - Ligue 1.png
10312,4170,111376.0,US Boulogne Cote D'Opale,BOU,,sv zulte waregem,44.99999999999999,Belgium,Jupiler Pro League,SV Zulte Waregem - Belgium - Jupiler Pro League.png
11074,108893,111989.0,AC Arles-Avignon,ARL,,livingston,54.54545454545454,Scotland,Scottish Premiership,Livingston FC - Scotland - Scottish Premiership.png
11076,8521,378.0,Stade Brestois 29,BRE,Stade Brest 29,stade brestois 29,100.0,France,Ligue 1,Stade Brestois 29 - France - Ligue 1.png
11817,8576,614.0,AC Ajaccio,AJA,,ajcio,100.0,France,Ligue 1,AC Ajaccio - France - Ligue 1.png
11822,4087,111271.0,Évian Thonon Gaillard FC,ETG,,aston villa,56.25,England,Premier League,Aston Villa - England - Premier League.png
11825,9836,110569.0,Dijon FCO,DIJ,Dijon,sion,54.54545454545454,Switzerland,Super League,FC Sion - Switzerland - Super League.png
12587,9837,379.0,Stade de Reims,REI,Reims,stade rennais,74.07407407407408,France,Ligue 1,Stade Rennais - France - Ligue 1.png
12594,7794,58.0,SC Bastia,BAS,SC Bastia,boavista,71.42857142857143,Portugal,Liga Portugal,Boavista FC - Portugal - Liga Portugal.png
12595,10242,294.0,ES Troyes AC,TRO,Troyes,est troyes,94.73684210526316,France,Ligue 1,ESTAC Troyes - France - Ligue 1.png
13343,9747,62.0,En Avant de Guingamp,GUI,Guingamp,levante ud,53.333333333333336,Spain,LaLiga,Levante UD - Spain - LaLiga.png
14106,8550,68.0,FC Metz,MET,FC Metz,metz,100.0,France,Ligue 1,FC Metz - France - Ligue 1.png
14868,8121,1530.0,Angers SCO,ANG,SCO Angers,angers o,100.0,France,Ligue 1,Angers SCO - France - Ligue 1.png
14876,6391,110316.0,GFC Ajaccio,GAJ,,ajcio,83.33333333333334,France,Ligue 1,AC Ajaccio - France - Ligue 1.png
15617,9823,21.0,FC Bayern Munich,BMU,Bayern Munich,bayern munich,100.0,Germany,Bundesliga,Bayern Munich - Germany - Bundesliga.png
15618,9790,28.0,Hamburger SV,HAM,Hamburger SV,rangers,52.63157894736843,Scotland,Scottish Premiership,Rangers FC - Scotland - Scottish Premiership.png
15619,8178,32.0,Bayer 04 Leverkusen,LEV,Bay. Leverkusen,bayer 04 leverkusen,100.0,Germany,Bundesliga,Bayer 04 Leverkusen - Germany - Bundesliga.png
15620,9789,22.0,Borussia Dortmund,DOR,Bor. Dortmund,borussia dortmund,100.0,Germany,Bundesliga,Borussia Dortmund - Germany - Bundesliga.png
15621,10189,34.0,FC Schalke 04,S04,FC Schalke 04,halke 04,100.0,Germany,Bundesliga,FC Schalke 04 - Germany - Bundesliga.png
15622,9904,485.0,Hannover 96,HAN,Hannover 96,angers o,52.63157894736843,France,Ligue 1,Angers SCO - France - Ligue 1.png
15623,8721,175.0,VfL Wolfsburg,WOL,VfL Wolfsburg,vfl wolfsburg,100.0,Germany,Bundesliga,VfL Wolfsburg - Germany - Bundesliga.png
15624,8722,31.0,1. FC Köln,FCK,1. FC Köln,1.  koln,100.0,Germany,Bundesliga,1. FC Köln - Germany - Bundesliga.png
15625,9810,1824.0,Eintracht Frankfurt,EFR,E. Frankfurt,eintrht frankfurt,100.0,Germany,Bundesliga,Eintracht Frankfurt - Germany - Bundesliga.png
15626,8177,166.0,Hertha BSC Berlin,HBE,Hertha BSC,hertha b,69.56521739130434,Germany,Bundesliga,Hertha BSC - Germany - Bundesliga.png
15627,9912,159.0,DSC Arminia Bielefeld,BIE,Arm. Bielefeld,arminia bielefeld,94.44444444444444,Germany,Bundesliga,Arminia Bielefeld - Germany - Bundesliga.png
15628,8697,38.0,SV Werder Bremen,WBR,Werder Bremen,sv werder bremen,100.0,Germany,Bundesliga,SV Werder Bremen - Germany - Bundesliga.png
15629,8398,162.0,FC Energie Cottbus,COT,Energie Cottbus,universitatea cluj,48.484848484848484,Romania,SuperLiga,FC Universitatea Cluj - Romania - SuperLiga.png
15630,8226,10029.0,TSG 1899 Hoffenheim,HOF,TSG Hoffenheim,tsg 1899 hoffenheim,100.0,Germany,Bundesliga,TSG 1899 Hoffenheim - Germany - Bundesliga.png
15631,9788,23.0,Borussia Mönchengladbach,GLA,Bor. M'gladbach,borussia monchengladbh,100.0,Germany,Bundesliga,Borussia Mönchengladbach - Germany - Bundesliga.png
15632,10269,36.0,VfB Stuttgart,STU,VfB Stuttgart,vfb stuttgart,100.0,Germany,Bundesliga,VfB Stuttgart - Germany - Bundesliga.png
15633,8295,1832.0,Karlsruher SC,KAR,Karlsruher SC,kas eupen,52.63157894736843,Belgium,Jupiler Pro League,KAS Eupen - Belgium - Jupiler Pro League.png
15634,9911,160.0,VfL Bochum,BOC,VfL Bochum,vfl bochum,100.0,Germany,Bundesliga,VfL Bochum - Germany - Bundesliga.png
16237,8358,25.0,SC Freiburg,FRE,SC Freiburg,freiburg,100.0,Germany,Bundesliga,SC Freiburg - Germany - Bundesliga.png
16239,8165,171.0,1. FC Nürnberg,NUR,1.FC Nuremberg,1. union berlin,59.25925925925925,Germany,Bundesliga,1.FC Union Berlin - Germany - Bundesliga.png
16243,9905,169.0,1. FSV Mainz 05,MAI,1.FSV Mainz 05,1.fsv mainz 05,96.55172413793103,Germany,Bundesliga,1.FSV Mainz 05 - Germany - Bundesliga.png
16848,8350,29.0,1. FC Kaiserslautern,KAI,1.FC K'lautern,1.  koln,53.84615384615385,Germany,Bundesliga,1. FC Köln - Germany - Bundesliga.png
16850,8152,110329.0,FC St. Pauli,STP,,st. pauli,100.0,Germany,Bundesliga,FC St. Pauli - Germany - Bundesliga.png
17465,8406,100409.0,FC Augsburg,AUG,FC Augsburg,augsburg,100.0,Germany,Bundesliga,FC Augsburg - Germany - Bundesliga.png
18074,8194,110636.0,Fortuna Düsseldorf,FDU,,fortuna sittard,60.60606060606061,Netherlands,Eredivisie,Fortuna Sittard - Netherlands - Eredivisie.png
18079,8357,165.0,SpVgg Greuther Fürth,GRF,,greuther furth,82.35294117647058,Germany,Bundesliga,Greuther Fürth - Germany - Bundesliga.png
18691,9776,110500.0,Eintracht Braunschweig,BRA,,eintrht frankfurt,62.857142857142854,Germany,Bundesliga,Eintracht Frankfurt - Germany - Bundesliga.png
19305,8460,10030.0,SC Paderborn 07,PAD,,debreceni v,52.17391304347826,Hungary,Nemzeti Bajnokság,Debreceni VSC - Hungary - Nemzeti Bajnokság.png
19916,8234,111239.0,FC Ingolstadt 04,ING,FC Ingolstadt,hermannstadt,48.0,Romania,SuperLiga,FC Hermannstadt - Romania - SuperLiga.png
19917,8262,110502.0,SV Darmstadt 98,DAR,,sv darmstadt 98,100.0,Germany,Bundesliga,SV Darmstadt 98 - Germany - Bundesliga.png
20513,8524,39.0,Atalanta,ATA,Atalanta,atalanta bc,84.21052631578947,Italy,Serie A,Atalanta BC - Italy - Serie A.png
20514,8551,1838.0,Siena,SIE,Siena,arsenal,66.66666666666667,England,Premier League,Arsenal - England - Premier League.png
20515,8529,1842.0,Cagliari,CAG,Cagliari Calcio,cagliari calcio,69.56521739130434,Italy,Serie A,Cagliari Calcio - Italy - Serie A.png
20516,8543,46.0,Lazio,LAZ,Lazio,lazio,100.0,Italy,Serie A,Lazio - Italy - Serie A.png
20517,8530,110364.0,Catania,CAT,Catania,casa pia,66.66666666666667,Portugal,Liga Portugal,Casa Pia AC - Portugal - Liga Portugal.png
20518,10233,110556.0,Genoa,GEN,Genoa,genoa c,83.33333333333334,Italy,Serie A,Genoa CFC - Italy - Serie A.png
20519,8533,192.0,Chievo Verona,CHI,Chievo Verona,hellas verona,69.23076923076923,Italy,Serie A,Hellas Verona - Italy - Serie A.png
20520,8690,203.0,Reggio Calabria,REG,Reggina,r charleroi,53.84615384615385,Belgium,Jupiler Pro League,R Charleroi SC - Belgium - Jupiler Pro League.png
20521,8535,110374.0,Fiorentina,FIO,Fiorentina,f fiorentina,90.9090909090909,Italy,Serie A,ACF Fiorentina - Italy - Serie A.png
20522,9885,45.0,Juventus,JUV,Juventus,juventus,100.0,Italy,Serie A,Juventus - Italy - Serie A.png
20523,8564,47.0,Milan,ACM,AC Milan,milan,100.0,Italy,Serie A,AC Milan - Italy - Serie A.png
20524,9857,189.0,Bologna,BOL,Bologna,bologna  1909,70.0,Italy,Serie A,Bologna FC 1909 - Italy - Serie A.png
20525,8686,52.0,Roma,ROM,AS Roma,as roma,72.72727272727273,Italy,Serie A,AS Roma - Italy - Serie A.png
20526,9875,48.0,Napoli,NAP,SSC Napoli,s napoli,85.71428571428572,Italy,Serie A,SSC Napoli - Italy - Serie A.png
20527,9882,1837.0,Sampdoria,SAM,Sampdoria,uc sampdoria,85.71428571428572,Italy,Serie A,UC Sampdoria - Italy - Serie A.png
20528,8636,44.0,Inter,INT,Inter,winterthur,66.66666666666667,Switzerland,Super League,FC Winterthur - Switzerland - Super League.png
20529,9804,54.0,Torino,TOR,Torino,torino,100.0,Italy,Serie A,Torino FC - Italy - Serie A.png
20530,9888,347.0,Lecce,LEC,Lecce,us lecce,76.92307692307692,Italy,Serie A,US Lecce - Italy - Serie A.png
20531,8600,55.0,Udinese,UDI,Udinese Calcio,udinese calcio,66.66666666666667,Italy,Serie A,Udinese Calcio - Italy - Serie A.png
20532,8540,1843.0,Palermo,PAL,US Palermo,r charleroi,55.55555555555556,Belgium,Jupiler Pro League,R Charleroi SC - Belgium - Jupiler Pro League.png
21280,9976,1848.0,Bari,BAR,Bari,bayern,60.0,Germany,Bundesliga,FC Bayern - Germany - Bundesliga.png
21285,8537,1844.0,Livorno,LIV,AS Livorno,liverpool,62.5,England,Premier League,Liverpool FC - England - Premier League.png
21292,10167,50.0,Parma,PAR,Parma,spartak,66.66666666666667,Serbia,Super liga Srbije,Spartak - Serbia - Super liga Srbije.png
22042,9880,110915.0,Cesena,CES,RC Cesena,chelsea,76.92307692307692,England,Premier League,Chelsea FC - England - Premier League.png
